sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Madelene Upcott,UK,99% Dark & Pure,2023-01-26,11796.63,45.0,26,1,2023,Thursday
Madelene Upcott,Australia,Mint Chip Choco,2023-02-05,2766.65,148.0,5,2,2023,Sunday
Curtice Advani,Canada,99% Dark & Pure,2023-07-07,13232.74,7.0,7,7,2023,Friday
Rafaelita Blaksland,Australia,Baker's Choco Chips,2023-08-22,2820.41,50.0,22,8,2023,Tuesday
Karlen McCaffrey,Australia,After Nines,2023-11-08,2483.32,65.0,8,11,2023,Wednesday
Marney O'Breen,UK,99% Dark & Pure,2023-01-13,9124.16,209.0,13,1,2023,Friday
Gunar Cockshoot,Australia,50% Dark Bites,2023-02-03,12728.16,111.0,3,2,2023,Friday
Marney O'Breen,Australia,Choco Coated Almonds,2023-07-27,12624.64,41.0,27,7,2023,Thursday
Kelci Walkden,New Zealand,Drinking Coco,2023-10-03,17584.16,110.0,3,10,2023,Tuesday
Beverie Moffet,USA,85% Dark Bars,2023-08-23,13156.49,360.0,23,8,2023,Wednesday
Roddy Speechley,USA,Eclairs,2023-04-25,4164.1,167.0,25,4,2023,Tuesday
Dennison Crosswaite,UK,Milk Bars,2023-07-03,11698.98,436.0,3,7,2023,Monday
Wilone O'Kielt,UK,Organic Choco Syrup,2023-12-07,4964.25,56.0,7,12,2023,Thursday
Madelene Upcott,USA,Orange Choco,2023-05-16,8258.37,132.0,16,5,2023,Tuesday
Gunar Cockshoot,India,Smooth Sliky Salty,2023-02-03,3938.2,70.0,3,2,2023,Friday
Marney O'Breen,New Zealand,85% Dark Bars,2023-05-30,1368.27,163.0,30,5,2023,Tuesday
Marney O'Breen,UK,Manuka Honey Choco,2023-10-06,12449.46,177.0,6,10,2023,Friday
Brien Boise,USA,99% Dark & Pure,2023-07-25,7323.82,339.0,25,7,2023,Tuesday
Beverie Moffet,New Zealand,Mint Chip Choco,2023-09-06,4560.81,102.0,6,9,2023,Wednesday
Dennison Crosswaite,USA,Milk Bars,2023-12-05,777.46,58.0,5,12,2023,Tuesday
Gunar Cockshoot,USA,Drinking Coco,2023-09-05,3857.27,5.0,5,9,2023,Tuesday
Brien Boise,Canada,Manuka Honey Choco,2023-09-08,7442.69,179.0,8,9,2023,Friday
Van Tuxwell,India,Choco Coated Almonds,2023-04-13,5799.3,125.0,13,4,2023,Thursday
Andria Kimpton,USA,Caramel Stuffed Bars,2023-02-05,8836.9,48.0,5,2,2023,Sunday
Dotty Strutley,USA,99% Dark & Pure,2023-09-08,4185.0,315.0,8,9,2023,Friday
Camilla Castle,Australia,Raspberry Choco,2023-08-23,6984.06,174.0,23,8,2023,Wednesday
Gunar Cockshoot,India,Spicy Special Slims,2023-05-13,7362.7,179.0,13,5,2023,Saturday
Karlen McCaffrey,USA,Manuka Honey Choco,2023-01-02,10338.27,73.0,2,1,2023,Monday
Camilla Castle,USA,50% Dark Bites,2023-06-23,6215.72,324.0,23,6,2023,Friday
Madelene Upcott,UK,Choco Coated Almonds,2023-05-24,10400.66,144.0,24,5,2023,Wednesday
Jan Morforth,Canada,Mint Chip Choco,2023-01-04,1062.61,217.0,4,1,2023,Wednesday
Camilla Castle,Canada,70% Dark Bites,2023-07-27,10095.71,151.0,27,7,2023,Thursday
Ches Bonnell,India,Peanut Butter Cubes,2023-01-27,23251.68,210.0,27,1,2023,Friday
Jan Morforth,India,Choco Coated Almonds,2023-12-08,2669.61,143.0,8,12,2023,Friday
Gigi Bohling,Canada,Almond Choco,2023-01-02,10265.97,49.0,2,1,2023,Monday
Rafaelita Blaksland,India,After Nines,2023-02-03,5423.54,203.0,3,2,2023,Friday
Kelci Walkden,Australia,99% Dark & Pure,2023-06-30,3272.68,32.0,30,6,2023,Friday
Dotty Strutley,Australia,Spicy Special Slims,2023-01-17,8840.59,92.0,17,1,2023,Tuesday
Brien Boise,USA,Milk Bars,2023-07-07,14460.51,124.0,7,7,2023,Friday
Mallorie Waber,New Zealand,Mint Chip Choco,2023-01-31,1461.99,109.0,31,1,2023,Tuesday
Beverie Moffet,UK,99% Dark & Pure,2023-10-08,3701.6,131.0,8,10,2023,Sunday
Beverie Moffet,USA,Peanut Butter Cubes,2023-08-18,13951.32,329.0,18,8,2023,Friday
Brien Boise,New Zealand,White Choc,2023-06-15,5774.92,325.0,15,6,2023,Thursday
Marney O'Breen,USA,Baker's Choco Chips,2023-01-26,9718.87,10.0,26,1,2023,Thursday
Kelci Walkden,USA,Spicy Special Slims,2023-04-29,87.52,69.0,29,4,2023,Saturday
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74.0,3,3,2023,Friday
Kaine Padly,Australia,Almond Choco,2023-02-22,4371.77,375.0,22,2,2023,Wednesday
Oby Sorrel,USA,Smooth Sliky Salty,2023-04-03,3632.32,169.0,3,4,2023,Monday
Dennison Crosswaite,India,Smooth Sliky Salty,2023-07-07,3343.85,10.0,7,7,2023,Friday
Camilla Castle,New Zealand,Caramel Stuffed Bars,2023-06-17,4400.28,364.0,17,6,2023,Saturday
Jan Morforth,Canada,Caramel Stuffed Bars,2023-02-08,10802.13,124.0,8,2,2023,Wednesday
Oby Sorrel,USA,Baker's Choco Chips,2023-12-08,9154.17,123.0,8,12,2023,Friday
Madelene Upcott,New Zealand,Peanut Butter Cubes,2023-01-28,5360.89,340.0,28,1,2023,Saturday
Kelci Walkden,Australia,Orange Choco,2023-04-29,11597.46,462.0,29,4,2023,Saturday
Marney O'Breen,Australia,Manuka Honey Choco,2023-05-04,14939.24,238.0,4,5,2023,Thursday
Kaine Padly,Canada,Manuka Honey Choco,2023-01-18,10845.85,146.0,18,1,2023,Wednesday
Jehu Rudeforth,UK,Baker's Choco Chips,2023-05-16,2832.78,104.0,16,5,2023,Tuesday
Kelci Walkden,Australia,White Choc,2023-08-24,8879.72,177.0,24,8,2023,Thursday
Curtice Advani,India,85% Dark Bars,2023-01-18,298.34,399.0,18,1,2023,Wednesday
Kaine Padly,USA,Eclairs,2023-08-22,7799.51,10.0,22,8,2023,Tuesday
Gunar Cockshoot,UK,99% Dark & Pure,2023-07-03,8.04,85.0,3,7,2023,Monday
Beverie Moffet,UK,Choco Coated Almonds,2023-04-03,3212.35,66.0,3,4,2023,Monday
Dotty Strutley,Canada,Manuka Honey Choco,2023-04-22,12048.56,113.0,22,4,2023,Saturday
Kaine Padly,Australia,Milk Bars,2023-09-06,4499.64,91.0,6,9,2023,Wednesday
Jan Morforth,Canada,Fruit & Nut Bars,2023-07-25,9984.16,207.0,25,7,2023,Tuesday
Jan Morforth,India,Smooth Sliky Salty,2023-03-08,11867.83,95.0,8,3,2023,Wednesday
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-03-08,4806.65,132.0,8,3,2023,Wednesday
Jehu Rudeforth,UK,Milk Bars,2023-03-05,13420.93,232.0,5,3,2023,Sunday
Husein Augar,Canada,After Nines,2023-01-19,10407.51,301.0,19,1,2023,Thursday
Roddy Speechley,USA,50% Dark Bites,2023-11-02,10849.39,330.0,2,11,2023,Thursday
Van Tuxwell,India,Almond Choco,2023-06-14,7247.29,402.0,14,6,2023,Wednesday
Kelci Walkden,USA,50% Dark Bites,2023-03-23,6387.65,227.0,23,3,2023,Thursday
Madelene Upcott,Canada,85% Dark Bars,2023-02-17,8373.42,108.0,17,2,2023,Friday
Dennison Crosswaite,Canada,Smooth Sliky Salty,2023-03-17,1887.19,488.0,17,3,2023,Friday
Mallorie Waber,Australia,Spicy Special Slims,2023-06-29,6054.04,287.0,29,6,2023,Thursday
Ches Bonnell,Canada,Choco Coated Almonds,2023-08-24,16254.61,268.0,24,8,2023,Thursday
Gigi Bohling,Canada,Spicy Special Slims,2023-04-07,13173.56,301.0,7,4,2023,Friday
Roddy Speechley,New Zealand,Almond Choco,2023-03-28,2721.46,72.0,28,3,2023,Tuesday
Curtice Advani,India,Smooth Sliky Salty,2023-04-19,19283.64,139.0,19,4,2023,Wednesday
Ches Bonnell,New Zealand,Mint Chip Choco,2023-01-18,9327.52,232.0,18,1,2023,Wednesday
Van Tuxwell,New Zealand,Fruit & Nut Bars,2023-01-17,3184.03,85.0,17,1,2023,Tuesday
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,9738.74,209.0,15,2,2023,Wednesday
Andria Kimpton,UK,Milk Bars,2023-11-02,16486.65,314.0,2,11,2023,Thursday
Camilla Castle,USA,Manuka Honey Choco,2023-03-21,16792.23,184.0,21,3,2023,Tuesday
Gunar Cockshoot,New Zealand,Almond Choco,2023-05-01,5752.62,125.0,1,5,2023,Monday
Brien Boise,India,Raspberry Choco,2023-05-30,6833.28,157.0,30,5,2023,Tuesday
Jehu Rudeforth,USA,99% Dark & Pure,2023-04-01,2815.72,222.0,1,4,2023,Saturday
Beverie Moffet,Australia,Fruit & Nut Bars,2023-04-22,1545.36,269.0,22,4,2023,Saturday
Gigi Bohling,Canada,Milk Bars,2023-10-02,3432.73,120.0,2,10,2023,Monday
Dotty Strutley,India,Spicy Special Slims,2023-12-08,1001.99,217.0,8,12,2023,Friday
Gunar Cockshoot,USA,Organic Choco Syrup,2023-10-08,2494.19,315.0,8,10,2023,Sunday
Kelci Walkden,Australia,Raspberry Choco,2023-07-06,770.25,61.0,6,7,2023,Thursday
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,2261.98,73.0,6,6,2023,Tuesday
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-05-04,5667.58,204.0,4,5,2023,Thursday
Wilone O'Kielt,USA,50% Dark Bites,2023-04-18,4738.71,125.0,18,4,2023,Tuesday
Andria Kimpton,India,50% Dark Bites,2023-01-31,13661.89,15.0,31,1,2023,Tuesday
Madelene Upcott,USA,Baker's Choco Chips,2023-08-22,6067.19,151.0,22,8,2023,Tuesday
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,11720.99,204.0,25,2,2023,Saturday
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,19999.55,106.0,22,2,2023,Wednesday
Oby Sorrel,New Zealand,Milk Bars,2023-12-01,4484.03,201.0,1,12,2023,Friday
Brien Boise,UK,Almond Choco,2023-05-25,107.24,129.0,25,5,2023,Thursday
Kelci Walkden,India,Smooth Sliky Salty,2023-01-02,2525.98,8.0,2,1,2023,Monday
Rafaelita Blaksland,UK,Eclairs,2023-04-27,1577.84,67.0,27,4,2023,Thursday
Gigi Bohling,USA,Smooth Sliky Salty,2023-07-22,2972.07,129.0,22,7,2023,Saturday
Curtice Advani,New Zealand,Mint Chip Choco,2023-01-26,3691.63,284.0,26,1,2023,Thursday
Curtice Advani,USA,Mint Chip Choco,2023-08-24,5188.89,293.0,24,8,2023,Thursday
Madelene Upcott,New Zealand,Fruit & Nut Bars,2023-01-18,5766.51,21.0,18,1,2023,Wednesday
Karlen McCaffrey,India,85% Dark Bars,2023-03-30,1036.77,82.0,30,3,2023,Thursday
Ches Bonnell,Australia,Caramel Stuffed Bars,2023-01-17,10033.52,163.0,17,1,2023,Tuesday
Kelci Walkden,USA,Fruit & Nut Bars,2023-02-17,5220.69,154.0,17,2,2023,Friday
Kelci Walkden,Canada,Peanut Butter Cubes,2023-08-04,8106.62,47.0,4,8,2023,Friday
Gigi Bohling,Canada,Drinking Coco,2023-06-07,3934.09,86.0,7,6,2023,Wednesday
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231.0,4,4,2023,Tuesday
Jan Morforth,New Zealand,Organic Choco Syrup,2023-02-03,1921.57,226.0,3,2,2023,Friday
Gigi Bohling,New Zealand,Raspberry Choco,2023-09-08,1161.31,181.0,8,9,2023,Friday
Dennison Crosswaite,Australia,Milk Bars,2023-09-06,11389.29,282.0,6,9,2023,Wednesday
Ches Bonnell,UK,Caramel Stuffed Bars,2023-02-06,3032.3,313.0,6,2,2023,Monday
Van Tuxwell,USA,Fruit & Nut Bars,2023-05-07,6871.55,238.0,7,5,2023,Sunday
Andria Kimpton,Canada,Eclairs,2023-11-08,339.99,124.0,8,11,2023,Wednesday
Madelene Upcott,India,Choco Coated Almonds,2023-11-02,3720.22,141.0,2,11,2023,Thursday
Kelci Walkden,New Zealand,Spicy Special Slims,2023-11-08,731.19,69.0,8,11,2023,Wednesday
Roddy Speechley,Australia,Drinking Coco,2023-12-05,13288.65,112.0,5,12,2023,Tuesday
Wilone O'Kielt,USA,Milk Bars,2023-07-15,5332.79,101.0,15,7,2023,Saturday
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,3971.78,131.0,18,1,2023,Wednesday
Madelene Upcott,UK,Fruit & Nut Bars,2023-05-01,9538.21,198.0,1,5,2023,Monday
Curtice Advani,Australia,50% Dark Bites,2023-06-29,547.85,221.0,29,6,2023,Thursday
Brien Boise,Canada,Raspberry Choco,2023-06-14,2994.76,47.0,14,6,2023,Wednesday
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71.0,8,8,2023,Tuesday
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143.0,23,3,2023,Thursday
Barr Faughny,India,Caramel Stuffed Bars,2023-04-01,7042.98,107.0,1,4,2023,Saturday
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248.0,22,2,2023,Wednesday
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,9059.82,268.0,17,2,2023,Friday
Barr Faughny,USA,Almond Choco,2023-03-02,430.59,85.0,2,3,2023,Thursday
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137.0,17,3,2023,Friday
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,2995.47,156.0,25,1,2023,Wednesday
Brien Boise,Australia,Milk Bars,2023-07-27,2117.82,56.0,27,7,2023,Thursday
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54.0,28,1,2023,Saturday
Madelene Upcott,Australia,Organic Choco Syrup,2023-05-07,11542.54,49.0,7,5,2023,Sunday
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46.0,15,3,2023,Wednesday
Gunar Cockshoot,Canada,After Nines,2023-04-08,3125.34,191.0,8,4,2023,Saturday
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,4891.86,380.0,27,6,2023,Tuesday
Jan Morforth,Canada,After Nines,2023-07-13,4881.32,183.0,13,7,2023,Thursday
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238.0,24,2,2023,Friday
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,6312.53,60.0,28,6,2023,Wednesday
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,7956.28,27.0,30,6,2023,Friday
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7.0,18,8,2023,Friday
Kaine Padly,India,70% Dark Bites,2023-01-24,13535.7,296.0,24,1,2023,Tuesday
Beverie Moffet,USA,White Choc,2023-11-03,5639.9,129.0,3,11,2023,Friday
Ches Bonnell,New Zealand,After Nines,2023-06-23,5813.44,356.0,23,6,2023,Friday
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32.0,22,8,2023,Tuesday
Gunar Cockshoot,Canada,50% Dark Bites,2023-04-01,3044.01,22.0,1,4,2023,Saturday
Curtice Advani,India,Milk Bars,2023-05-04,3902.04,214.0,4,5,2023,Thursday
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354.0,15,4,2023,Saturday
Husein Augar,Australia,White Choc,2023-11-05,3251.53,241.0,5,11,2023,Sunday
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,5031.94,495.0,21,7,2023,Friday
Jan Morforth,New Zealand,Orange Choco,2023-11-02,1350.26,89.0,2,11,2023,Thursday
Andria Kimpton,Canada,Smooth Sliky Salty,2023-08-07,1187.71,75.0,7,8,2023,Monday
Gunar Cockshoot,UK,Raspberry Choco,2023-11-08,7055.38,334.0,8,11,2023,Wednesday
Husein Augar,New Zealand,After Nines,2023-04-08,7231.89,8.0,8,4,2023,Saturday
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,9295.83,93.0,14,6,2023,Wednesday
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296.0,17,1,2023,Tuesday
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548.0,23,6,2023,Friday
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119.0,24,8,2023,Thursday
Andria Kimpton,UK,Caramel Stuffed Bars,2023-07-06,8234.5,294.0,6,7,2023,Thursday
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46.0,22,6,2023,Thursday
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281.0,13,7,2023,Thursday
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215.0,24,5,2023,Wednesday
Gunar Cockshoot,New Zealand,After Nines,2023-09-08,7772.63,140.0,8,9,2023,Friday
Kaine Padly,Canada,85% Dark Bars,2023-06-04,1992.77,31.0,4,6,2023,Sunday
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266.0,28,7,2023,Friday
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50.0,24,8,2023,Thursday
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132.0,17,1,2023,Tuesday
Curtice Advani,USA,Drinking Coco,2023-07-02,5378.09,142.0,2,7,2023,Sunday
Brien Boise,Australia,Spicy Special Slims,2023-09-05,6707.63,269.0,5,9,2023,Tuesday
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102.0,6,6,2023,Tuesday
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6.0,6,6,2023,Tuesday
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215.0,24,5,2023,Wednesday
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128.0,13,1,2023,Friday
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149.0,23,5,2023,Tuesday
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286.0,29,6,2023,Thursday
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-11-03,7797.24,88.0,3,11,2023,Friday
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536.0,25,4,2023,Tuesday
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255.0,30,5,2023,Tuesday
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169.0,23,5,2023,Tuesday
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18.0,23,5,2023,Tuesday
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300.0,24,6,2023,Saturday
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-11-03,12030.46,296.0,3,11,2023,Friday
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232.0,27,7,2023,Thursday
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133.0,16,8,2023,Wednesday
Roddy Speechley,Canada,Smooth Sliky Salty,2023-07-03,9902.03,12.0,3,7,2023,Monday
Curtice Advani,New Zealand,After Nines,2023-05-04,7944.07,33.0,4,5,2023,Thursday
Camilla Castle,India,85% Dark Bars,2023-04-05,9523.65,55.0,5,4,2023,Wednesday
Ches Bonnell,USA,Choco Coated Almonds,2023-04-01,16240.71,93.0,1,4,2023,Saturday
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109.0,13,1,2023,Friday
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-11-07,6924.52,94.0,7,11,2023,Tuesday
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158.0,17,5,2023,Wednesday
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60.0,21,7,2023,Friday
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21.0,22,2,2023,Wednesday
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178.0,23,5,2023,Tuesday
Rafaelita Blaksland,Canada,Drinking Coco,2023-12-07,10415.77,200.0,7,12,2023,Thursday
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193.0,15,6,2023,Thursday
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304.0,23,6,2023,Friday
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53.0,25,3,2023,Saturday
Jan Morforth,India,Caramel Stuffed Bars,2023-04-07,88.72,165.0,7,4,2023,Friday
Andria Kimpton,UK,White Choc,2023-12-05,9793.16,110.0,5,12,2023,Tuesday
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143.0,4,4,2023,Tuesday
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404.0,15,4,2023,Saturday
Roddy Speechley,Canada,Eclairs,2023-08-03,7082.03,95.0,3,8,2023,Thursday
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231.0,17,1,2023,Tuesday
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52.0,22,8,2023,Tuesday
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67.0,25,7,2023,Tuesday
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133.0,14,6,2023,Wednesday
Ches Bonnell,India,Choco Coated Almonds,2023-05-04,10669.09,85.0,4,5,2023,Thursday
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344.0,26,8,2023,Saturday
Wilone O'Kielt,Australia,50% Dark Bites,2023-03-08,10336.22,123.0,8,3,2023,Wednesday
Gigi Bohling,Canada,White Choc,2023-11-07,6985.95,4.0,7,11,2023,Tuesday
Wilone O'Kielt,New Zealand,Eclairs,2023-11-03,3394.46,21.0,3,11,2023,Friday
Brien Boise,UK,Peanut Butter Cubes,2023-10-01,15337.23,31.0,1,10,2023,Sunday
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378.0,4,4,2023,Tuesday
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772.0,17,1,2023,Tuesday
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-08-07,9489.27,54.0,7,8,2023,Monday
Jan Morforth,UK,Organic Choco Syrup,2023-12-04,1281.32,354.0,4,12,2023,Monday
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192.0,24,8,2023,Thursday
Ches Bonnell,UK,Choco Coated Almonds,2023-07-06,1933.56,239.0,6,7,2023,Thursday
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30.0,28,7,2023,Friday
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111.0,21,2,2023,Tuesday
Dennison Crosswaite,Canada,Mint Chip Choco,2023-08-04,1943.7,297.0,4,8,2023,Friday
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103.0,28,6,2023,Wednesday
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20.0,24,3,2023,Friday
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60.0,29,7,2023,Saturday
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90.0,25,5,2023,Thursday
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330.0,30,3,2023,Thursday
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134.0,18,7,2023,Tuesday
Beverie Moffet,Canada,Orange Choco,2023-10-05,9390.28,104.0,5,10,2023,Thursday
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94.0,18,3,2023,Saturday
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55.0,15,6,2023,Thursday
Van Tuxwell,Canada,50% Dark Bites,2023-12-05,15567.58,57.0,5,12,2023,Tuesday
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105.0,23,6,2023,Friday
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186.0,21,4,2023,Friday
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127.0,17,8,2023,Thursday
Rafaelita Blaksland,New Zealand,Eclairs,2023-07-02,20470.43,54.0,2,7,2023,Sunday
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115.0,17,3,2023,Friday
Jan Morforth,India,Baker's Choco Chips,2023-01-08,14613.52,85.0,8,1,2023,Sunday
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31.0,18,3,2023,Saturday
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103.0,14,6,2023,Wednesday
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169.0,22,4,2023,Saturday
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31.0,18,1,2023,Wednesday
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123.0,26,8,2023,Saturday
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-10-06,10454.55,434.0,6,10,2023,Friday
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7.0,31,1,2023,Tuesday
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-08-04,1445.14,108.0,4,8,2023,Friday
Dotty Strutley,Australia,Baker's Choco Chips,2023-07-06,4022.64,71.0,6,7,2023,Thursday
Barr Faughny,Australia,85% Dark Bars,2023-10-02,8651.2,43.0,2,10,2023,Monday
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453.0,16,5,2023,Tuesday
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540.0,18,3,2023,Saturday
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131.0,13,7,2023,Thursday
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83.0,25,7,2023,Tuesday
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312.0,19,8,2023,Saturday
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646.0,24,6,2023,Saturday
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162.0,20,6,2023,Tuesday
Camilla Castle,India,99% Dark & Pure,2023-02-08,207.87,216.0,8,2,2023,Wednesday
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94.0,22,2,2023,Wednesday
Mallorie Waber,New Zealand,Orange Choco,2023-01-02,6811.37,25.0,2,1,2023,Monday
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300.0,14,2,2023,Tuesday
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120.0,24,2,2023,Friday
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140.0,18,3,2023,Saturday
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253.0,30,8,2023,Wednesday
Gigi Bohling,USA,Peanut Butter Cubes,2023-09-05,321.61,76.0,5,9,2023,Tuesday
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96.0,18,1,2023,Wednesday
Curtice Advani,India,White Choc,2023-04-07,7887.15,335.0,7,4,2023,Friday
Oby Sorrel,New Zealand,Spicy Special Slims,2023-03-06,1793.67,13.0,6,3,2023,Monday
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29.0,23,2,2023,Thursday
Dotty Strutley,New Zealand,99% Dark & Pure,2023-09-05,11749.75,213.0,5,9,2023,Tuesday
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101.0,6,6,2023,Tuesday
Kelci Walkden,India,Drinking Coco,2023-04-07,8105.37,255.0,7,4,2023,Friday
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106.0,6,6,2023,Tuesday
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91.0,13,5,2023,Saturday
